week,week_starting,provider_name,provider_address,city,county,vaccine_type,allocated_doses
Week 17,2021-04-05,Brookshires Pharmacy 43,403 E Highway 90,Dayton,LIBERTY,Johnson,100
Week 17,2021-04-05,Dayton Family Medical Clinic,205 N Main St,Dayton,LIBERTY,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 07878,209 W Highway 90,Dayton,LIBERTY,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 51 - Liberty,2325 N Main St,Liberty,LIBERTY,Johnson,100
Week 17,2021-04-05,Rettig Family Health,204 W Trinity St,Groesbeck,LIMESTONE,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 467,701 E Milam St,Mexia,LIMESTONE,Johnson,100
Week 17,2021-04-05,MidCoast Medical Center-Central,200 W. Ollie Street,Llano,LLANO,Johnson,200
Week 17,2021-04-05,Amigos Pharmacy 503,112 North University Avenue,Lubbock,LUBBOCK,Johnson,200
Week 17,2021-04-05,Covenant Healthplus,7601 Quaker Ave-Suite 100,Lubbock,LUBBOCK,Johnson,100
Week 17,2021-04-05,Healthpoint Family Medicine,4004 82nd St Ste 100 Fl 2,Lubbock,LUBBOCK,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 772,4405 114th Street,Lubbock,LUBBOCK,Johnson,100
Week 17,2021-04-05,Market Street Pharmacy 502,3405 50th St,Lubbock,LUBBOCK,Johnson,200
Week 17,2021-04-05,Market Street Pharmacy 543,4205 98th St,Lubbock,LUBBOCK,Johnson,400
Week 17,2021-04-05,Texas Department of Criminal Justice MONTFORD,8602 Peach Ave,Lubbock,LUBBOCK,Johnson,400
Week 17,2021-04-05,United Pharmacy 501,2630 PARKWAY DRIVE,Lubbock,LUBBOCK,Johnson,100
Week 17,2021-04-05,United Pharmacy 505,401 Slide Rd,Lubbock,LUBBOCK,Johnson,100
Week 17,2021-04-05,United Pharmacy 506,1701 50th St,Lubbock,LUBBOCK,Johnson,100
Week 17,2021-04-05,United Pharmacy 537,2703 82nd Street,Lubbock,LUBBOCK,Johnson,100
Week 17,2021-04-05,United Pharmacy 551,8010 Frankford Ave,Lubbock,LUBBOCK,Johnson,100
Week 17,2021-04-05,United Pharmacy 555,12815 Indiana Ave,Lubbock,LUBBOCK,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 04819,5206 4th St,Lubbock,LUBBOCK,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 04820,1619 50th St,Lubbock,LUBBOCK,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 04821,3404 Indiana Ave,Lubbock,LUBBOCK,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 04822,4847 Slide Rd,Lubbock,LUBBOCK,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 05996,2417 82nd St,Lubbock,LUBBOCK,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 07853,5115 98th St,Lubbock,LUBBOCK,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 10283,6410 82nd St,Lubbock,LUBBOCK,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 11233,602 Avenue Q,Lubbock,LUBBOCK,Johnson,100
Week 17,2021-04-05,Family Wellness Clinic,1809 Lockwood Ave,Tahoka,LYNN,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 1005,810 S State St,Madisonville,MADISON,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 30 - Madisonville,403 E Main St,Madisonville,MADISON,Johnson,100
Week 17,2021-04-05,Martin County Hospital District,600 Interstate 20 East,Stanton,MARTIN,Johnson,200
Week 17,2021-04-05,Frontera Healthcare Network Mason Clinic,216 E College,Mason,MASON,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 292,2700 7th St,Bay City,MATAGORDA,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 419,2135 E Main,Eagle Pass,MAVERICK,Johnson,100
Week 17,2021-04-05,Maverick County Hospital District,3406 Bob Rogers Dr Ste 290,Eagle Pass,MAVERICK,Johnson,500
Week 17,2021-04-05,Walgreens 15993,2341 E MAIN ST,Eagle Pass,MAVERICK,Johnson,100
Week 17,2021-04-05,Brady Medical Clinic,2010 Nine Rd,Brady,MCCULLOCH,Johnson,200
Week 17,2021-04-05,Frontera Healthcare-Brady,2205 S Bridge St Ste 300,Brady,MCCULLOCH,Johnson,300
Week 17,2021-04-05,"Hewitt Drug, LLC",511 N Hewitt Dr Ste 1,Hewitt,MCLENNAN,Johnson,200
Week 17,2021-04-05,Brookshires Pharmacy 63 - Lorena,406 N Frontage Rd,Lorena,MCLENNAN,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 68 - Mcgregor,1250 W Mcgregor Dr,McGregor,MCLENNAN,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 90,100 Peplow Dr,Waco,MCLENNAN,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 423,1301 Wooded Acres Dr,Waco,MCLENNAN,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 557,801 Ih 35 N,Waco,MCLENNAN,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 583,9100 Woodway Dr,Waco,MCLENNAN,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 64,3801 N 19th St,Waco,MCLENNAN,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 672,1821 South Valley Mills Dr,Waco,MCLENNAN,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 04606,4100 Bosque Blvd,Waco,MCLENNAN,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 04607,1520 S Valley Mills Dr,Waco,MCLENNAN,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 09648,9101 Woodway Dr,Woodway,MCLENNAN,Johnson,100
Week 17,2021-04-05,God's Country Pharmacy,1703 19th street,Hondo,MEDINA,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 424,609 19th St,Hondo,MEDINA,Johnson,100
Week 17,2021-04-05,Albertsons Pharmacy 671,3317 N Midland Dr,Midland,MIDLAND,Johnson,200
Week 17,2021-04-05,Albertsons Pharmacy 672,1002 Andrews Hwy,Midland,MIDLAND,Johnson,200
Week 17,2021-04-05,Albertsons Pharmacy 674,4706 N Midkiff Road,Midland,MIDLAND,Johnson,200
Week 17,2021-04-05,HEB Pharmacy 382,3325 W Wadley Ave,Midland,MIDLAND,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 717,5407 Andrews Hwy,Midland,MIDLAND,Johnson,100
Week 17,2021-04-05,Walgreens 13115,3201 N BIG SPRING ST,Midland,MIDLAND,Johnson,100
Week 17,2021-04-05,Walgreens 13681,3221 W Wadley Ave,Midland,MIDLAND,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 06122,215 Andrews Hwy,Midland,MIDLAND,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 13116,4313 ANDREWS HWY,Midland,MIDLAND,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 19 - Rockdale,725 W Cameron Ave,Rockdale,MILAM,Johnson,100
Week 17,2021-04-05,Texas Department of Criminal Justice WALLACE,1675 South FM 3525,Colorado City,MITCHELL,Johnson,200
Week 17,2021-04-05,Conroe Doctors Urgent Care,17002 Gleneagle Dr South,Conroe,MONTGOMERY,Johnson,300
Week 17,2021-04-05,Family Life Medical,508 Medical Center Blvd,Conroe,MONTGOMERY,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 595,2108 North Frazier,Conroe,MONTGOMERY,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 638,3601 Fm 1488 Rd,Conroe,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 660,3575 West Davis St,Conroe,MONTGOMERY,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 757,10200 Hwy 242,Conroe,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Kelsey Seybold Clinic -Conroe,690 S. Loop 336 W,Conroe,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Kroger Pharmacy 136,341 S Loop 336 W,Conroe,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Kroger Pharmacy 316,4747 Research Forest Dr,Conroe,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Kroger Pharmacy 357,2222 Interstate 45 N,Conroe,MONTGOMERY,Johnson,200
Week 17,2021-04-05,Kroger Pharmacy 365,6700 Woodlands Pkwy Ste 600,Conroe,MONTGOMERY,Johnson,200
Week 17,2021-04-05,Kroger Pharmacy 732,8000 Research Forest Dr Ste 3,Conroe,MONTGOMERY,Johnson,200
Week 17,2021-04-05,Montgomery County Jail,1 Criminal Justice Dr.,Conroe,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 05269,420 N Frazier St,Conroe,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 06782,19215 Interstate 45 S,Conroe,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 07287,1120 N Loop 336 W,Conroe,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 07632,3061 College Park Dr,Conroe,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 09161,4870 W Davis St,Conroe,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 12165,3901 E Davis St,Conroe,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Kingwood Medical Center,22999 Us Highway 59,Kingwood,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Kroger Pharmacy 359,25651 Highway 59 N,Kingwood,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 48,18535 Fm 1488,Magnolia,MONTGOMERY,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 722,7988 Fm 1488 Rd,Magnolia,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Kroger Pharmacy 389,6616 Fm 1488 Rd,Magnolia,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Magnolia Pharmacy,18230 Fm 1488 Rd Ste 100,Magnolia,MONTGOMERY,Johnson,200
Week 17,2021-04-05,Walgreens Pharmacy 06864,6707 Fm 1488 Rd,Magnolia,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 15339,18850 Fm 1488 Rd,Magnolia,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 73 - Montgomery,21005 Eva St,Montgomery,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Kroger Pharmacy 142,20168 Eva St,Montgomery,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 10919,18900 Highway 105 W,Montgomery,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Kroger Pharmacy 138,22030 Market Place Dr,New Caney,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Walgreens 15542,20824 FM 1485 RD,New Caney,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 10613,32320 State Highway 249,Pinehurst,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 06932,24917 Fm 1314 Rd,Porter,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Kelsey-Seybold Clinic The Woodlands,106 Vision Park Blvd,Shenandoah,MONTGOMERY,Johnson,400
Week 17,2021-04-05,HEB Pharmacy 564,130 Sawdust Rd,Spring,MONTGOMERY,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 579,9595 Six Pines Rd,Spring,MONTGOMERY,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 594,10777 Kuykendahl Rd,Spring,MONTGOMERY,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 705,3540 Rayford Rd,Spring,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Hometown Pediatrics,1595 Lake Front Cir,Spring,MONTGOMERY,Johnson,200
Week 17,2021-04-05,Kroger Pharmacy 137,3731 Riley Fuzzel Rd,Spring,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Kroger Pharmacy 373,2301 Rayford Rd,Spring,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 01267,485 Sawdust Rd,Spring,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 07775,560 Rayford Rd,Spring,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 09602,6467 Woodlands Pkwy,Spring,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Kroger Pharmacy 014,12605 I-45 N,Willis,Montgomery,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 15012,9610 Fm 1097 Rd W,Willis,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 11646,4585 Research Forest Dr,Woodlawn,MONTGOMERY,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 109,609 Linda Dr,Daingerfield,MORRIS,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 2,1216 South St,Nacogdoches,NACOGDOCHES,Johnson,100
Week 17,2021-04-05,Nacogdoches Memorial Hospital,1204 N Mound St,Nacogdoches,NACOGDOCHES,Johnson,1000
Week 17,2021-04-05,Striplings Pharmacy,1205 N Mound St,Nacogdoches,NACOGDOCHES,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 09400,3004 North St,Nacogdoches,NACOGDOCHES,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 77,800 N Main St Ste A,Corsicana,NAVARRO,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 238,201 S 15th St,Corsicana,NAVARRO,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 14 - Newton,701 W Court St,Newton,NEWTON,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 117,501 E Broadway St,Sweetwater,NOLAN,Johnson,100
Week 17,2021-04-05,Christus Spohn Quick Care Clinic,2606 Hospital Blvd.,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,Corpus Christi Medical Associates,6200 Saratoga Blvd Unit 5,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,"Corpus Christi Metro Ministries, Inc",1919 Leopard St.,Corpus Christi,NUECES,Johnson,300
Week 17,2021-04-05,HEB Pharmacy 139,5801 Weber Rd,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 184,11158 Leopard St,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 210,4320 S Alameda St,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 253,3500 Leopard St,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 270,5425 S Padre Island,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 413,3133 South Alameda,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 462,3033 S Port Ave,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 57,1145 Waldron Rd,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 643,4444 Kostoryz Rd,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 69,5313 Saratoga Blvd,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,Walgreens 15931,4161 S STAPLES ST,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03637,5702 Weber Rd,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03638,5601 Saratoga Blvd,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03639,2101 Morgan Ave,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 04424,4501 Ayers St,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 04744,1301 Airline Rd,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 10449,7153 S Padre Island Dr,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 10945,11133 Leopard St,Corpus Christi,NUECES,Johnson,100
Week 17,2021-04-05,United Pharmacy 525,2802 Hwy 83 South,Perryton,OCHILTREE,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 12355,1790 Texas Ave,Bridge City,ORANGE,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 03081,1408 N 16th St,Orange,ORANGE,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 10139,1305 N Main St,Vidor,ORANGE,Johnson,100
Week 17,2021-04-05,Best Value Waddy Pharmacy,106 Sw 6th Ave,Mineral Wells,PALO PINTO,Johnson,100
Week 17,2021-04-05,Palo Pinto County Hospital District,400 Sw 25th Ave,Mineral Wells,PALO PINTO,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 10258,201 Fm 1821,Mineral Wells,PALO PINTO,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 8 - Carthage,412 W Panola St,Carthage,PANOLA,Johnson,100
Week 17,2021-04-05,Aledo Family Medicine,317 FM 1187 North,Aledo,PARKER,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 97,5118 E. I-20 Service Road-South,Aledo,PARKER,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 126,501 HIGHWAY 199 EAST,Springtown,PARKER,Johnson,100
Week 17,2021-04-05,Albertsons Pharmacy 4176,225 E Spring St,Weatherford,PARKER,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 119,601 Palo Pinto St,Weatherford,PARKER,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 752,100 Hudson Oaks Dr,Weatherford,PARKER,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 05376,1317 S Main St,Weatherford,PARKER,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 12356,130 N Oakridge Dr,Weatherford,PARKER,Johnson,100
Week 17,2021-04-05,Cactus Health,700 N Main St,Fort Stockton,PECOS,Johnson,100
Week 17,2021-04-05,Texas Department of Criminal Justice FORT STOCKTON,1536 IH 10 East,Fort Stockton,PECOS,Johnson,100
Week 17,2021-04-05,Texas Department of Criminal Justice LYNAUGH,1098 S. Highway 2037,Fort Stockton,PECOS,Johnson,300
Week 17,2021-04-05,Brookshires Pharmacy 24,100 S Home St,Corrigan,POLK,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 21,1253 W Church St,Livingston,POLK,Johnson,100
Week 17,2021-04-05,Internal Medicine & Nephrology Associates PA,210 West Park Drive,Livingston,POLK,Johnson,300
Week 17,2021-04-05,Walgreens Pharmacy 21238,1501 W Church St Ste 500,Livingston,POLK,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 71,14981 Old Trinity Rd,Onalaska,POLK,Johnson,100
Week 17,2021-04-05,Amigos Pharmacy 524,3300 I-40 East,Amarillo,POTTER,Johnson,200
Week 17,2021-04-05,Texas Department of Criminal Justice CLEMENTS,9601 Spur 591,Amarillo,POTTER,Johnson,600
Week 17,2021-04-05,Texas Tech Family Medicine,1400 S Coulter St # 5100,Amarillo,POTTER,Johnson,200
Week 17,2021-04-05,United Pharmacy 523,5601 W Amarillo Blvd,Amarillo,POTTER,Johnson,100
Week 17,2021-04-05,United Pharmacy 526,2530 S Georgia St,Amarillo,POTTER,Johnson,100
Week 17,2021-04-05,United Pharmacy 527,1501 E Amarillo Blvd,Amarillo,POTTER,Johnson,100
Week 17,2021-04-05,United Pharmacy 533,3400 River Rd,Amarillo,POTTER,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 01304,5709 W Amarillo Blvd,Amarillo,POTTER,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 05611,801 N Fillmore St,Amarillo,POTTER,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 05614,1600 S Western St,Amarillo,POTTER,Johnson,100
Week 17,2021-04-05,Marfa Country Clinic,105 East Oak Street,Marfa,PRESIDIO,Johnson,100
Week 17,2021-04-05,Hillside Family Health Clinic Pa,7130 Bell St,Amarillo,RANDALL,Johnson,100
Week 17,2021-04-05,United Pharmacy 522,4701 S Washington St,Amarillo,RANDALL,Johnson,100
Week 17,2021-04-05,United Pharmacy 529,5807 Sw 45th Ave Ste 100,Amarillo,RANDALL,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 05612,3320 Bell St,Amarillo,RANDALL,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 05613,5921 Hillside Rd,Amarillo,RANDALL,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 06501,2601 S Greorgia,Amarillo,RANDALL,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 13010,2205 Se 34th Ave,Amarillo,RANDALL,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 13124,4504 S Western St,Amarillo,RANDALL,Johnson,100
Week 17,2021-04-05,United Pharmacy 532,201 N 23rd St,Canyon,RANDALL,Johnson,100
Week 17,2021-04-05,West Texas A & M University Student medical,2620 Russell Long Blvd,Canyon,RANDALL,Johnson,300
Week 17,2021-04-05,"Prmc Healthcare Group, Inc - Clarksville",201 S Walnut St,Clarksville,RED RIVER,Johnson,400
Week 17,2021-04-05,Red River Urgent Care,1805 Industrial Way,Clarksville,RED RIVER,Johnson,100
Week 17,2021-04-05,United Pharmacy 663,2783 S Cedar,Pecos,REEVES,Johnson,100
Week 17,2021-04-05,Refugio County Memorial Hospital District,107 Swift St,Refugio,REFUGIO,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 13 - Hearne,400 W 2nd St,Hearne,ROBERTSON,Johnson,100
Week 17,2021-04-05,Wilson Drug,118 W 4th St,Hearne,ROBERTSON,Johnson,200
Week 17,2021-04-05,Tom Thumb Pharmacy 3099,551 Laurence Dr,Heath,ROCKWALL,Johnson,100
Week 17,2021-04-05,Tom Thumb Pharmacy 2964,3070 N Goliad St,Rockwall,ROCKWALL,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 05827,2911 Ridge Rd,Rockwall,ROCKWALL,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 11519,2007 N Goliad St,Rockwall,ROCKWALL,Johnson,100
Week 17,2021-04-05,Tom Thumb Pharmacy 1925,8805 Lakeview Pkwy,Rowlett,ROCKWALL,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 04818,8801 Lakeview Pkwy,Rowlett,ROCKWALL,Johnson,100
Week 17,2021-04-05,Ballinger Hospital Clinic,2001 Hutchins Ave Ste C,Ballinger,RUNNELS,Johnson,300
Week 17,2021-04-05,Walgreens Pharmacy 11212,2126 Us Highway 79 S,Henderson,RUSK,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 56,420 N Hill St,Tatum,RUSK,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 1020,2075 Worth St,Hemphill,SABINE,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 28 - San Augustin,705 W Columbia St,San Augustine,SAN AUGUSTINE,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 72 - Coldspring,14761 Hwy 150 West,Coldspring,SAN JACINTO,Johnson,100
Week 17,2021-04-05,Heb Pharmacy 333,101 E Goodnight Ave,Aransas Pass,SAN PATRICIO,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 10680,2702 W Wheeler Ave,Aransas Pass,SAN PATRICIO,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 488,1600 Wildcat Dr,Portland,SAN PATRICIO,Johnson,100
Week 17,2021-04-05,Walgreens #16030,1105 US HIGHWAY 181,Portland,SAN PATRICIO,Johnson,100
Week 17,2021-04-05,Lhd San Patricio Co Dept Of Health (Re),313 N. Rachal,Sinton,SAN PATRICIO,Johnson,200
Week 17,2021-04-05,Moores Pharmacy,200 S Rachal St,Sinton,SAN PATRICIO,Johnson,100
Week 17,2021-04-05,Taft Family Health Center,1210 Gregory St Ste 2,Taft,SAN PATRICIO,Johnson,100
Week 17,2021-04-05,Baylor Scott and White Clinic San Saba,200 E. Wallace,San Saba,SAN SABA,Johnson,100
Week 17,2021-04-05,Schleicher County Family Clinic,100 N Us Highway 277,Eldorado,SCHLEICHER,Johnson,100
Week 17,2021-04-05,Texas Department of Criminal Justice DANIEL,938 S. FM 1673,Snyder,SCURRY,Johnson,200
Week 17,2021-04-05,United Pharmacy 549,3500 College Ave,Snyder,SCURRY,Johnson,100
Week 17,2021-04-05,"Aurora Concepts, PLLC",233 Hurst Street,Center,SHELBY,Johnson,200
Week 17,2021-04-05,Arp ISD,16438 Cr 294,Arp,SMITH,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 51,100 Rice Rd,Tyler,SMITH,Johnson,100
Week 17,2021-04-05,Brookshire's Pharmacy 9,2020 Roseland Blvd,Tyler,SMITH,Johnson,100
Week 17,2021-04-05,Christus Trinity Clinic Broadway Commons,8288 South Broadway,Tyler,SMITH,Johnson,200
Week 17,2021-04-05,Drug Emporium #284,5614 South Broadway Ave,Tyler,SMITH,Johnson,100
Week 17,2021-04-05,Martin Pharmacy Investments PLLC,4290 Kinsey Drive,Tyler,SMITH,Johnson,200
Week 17,2021-04-05,Super 1 Pharmacy 642,172 Centennial Pkwy,Tyler,SMITH,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 06358,5415 S Broadway Ave,Tyler,SMITH,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 09408,2120 E Southeast Loop 323,Tyler,SMITH,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 12358,"110 Loop 323, S., S.W.",Tyler,SMITH,Johnson,100
Week 17,2021-04-05,Walgreens Pharmacy 12522,1620 S. Broadway Ave.,Tyler,SMITH,Johnson,100
Week 17,2021-04-05,Brookshires Pharmacy 61,Po Box 498,Whitehouse,SMITH,Johnson,100
Week 17,2021-04-05,Best Value Medical Center Pharmacy,1100 Bluebonnet St.,Glen Rose,SOMERVELL,Johnson,100
Week 17,2021-04-05,FIRST LONE STAR PHARMACY GROUP LLC,906 NE BIG BEND TRAIL,Glen Rose,SOMERVELL,Johnson,100
Week 17,2021-04-05,HEB Pharmacy 013,4031 E Us Highway 83,Rio Grande City,STARR,Johnson,100
Week 17,2021-04-05,Linos Pharmacy 2,201 N Fm 3167 Ste 101-102,Rio Grande City,STARR,Johnson,300
Week 17,2021-04-05,Starr County Memorial Hospital,128 N FM 3167,Rio Grande City,STARR,Johnson,500
Week 17,2021-04-05,The Pediatric Care Center - Rio Grande City,1673 E SAN BENITO ST,Rio Grande City,STARR,Johnson,200
Week 17,2021-04-05,Valley Health Clinic,2542 Central Palm Drive,Rio Grande City,STARR,Johnson,200
Week 17,2021-04-05,Lino's Pharmacy,708 N Grant St,Roma,STARR,Johnson,400
Week 17,2021-04-05,Texas Department of Criminal Justice SAYLE,4176 FM 1800,Breckenridge,STEPHENS,Johnson,100
Week 17,2021-04-05,"Moore Than Medicine, LLC",105 SW 2nd St,Tulia,SWISHER,Johnson,200
Week 17,2021-04-05,Texas Department of Criminal Justice TULIA,4000 Hwy 86 West,Tulia,SWISHER,Johnson,100
Week 17,2021-04-05,Albertsons Pharmacy 3042,6220 US 287 HWY,Arlington,TARRANT,Johnson,100
Week 17,2021-04-05,Arlington Family Practice PA,2415 Matlock Rd,Arlington,TARRANT,Johnson,200
Week 17,2021-04-05,Clinicas Mi Doctor - Arlington,941 E Park Row Dr,Arlington,TARRANT,Johnson,100
Week 17,2021-04-05,Family Health Clinic Arlington,1115 E Pioneer Pkwy,Arlington,TARRANT,Johnson,100
Week 17,2021-04-05,Oak Street Health,4801 S Cooper St #401,Arlington,TARRANT,Johnson,300
Week 17,2021-04-05,Savon 4142,301 Sw Plaza Shopping Ctr.,Arlington,TARRANT,Johnson,100
